Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age_of_car,Avg_kms_per_yr
1620,Maruti Celerio VXI AT,Bangalore,2014,49800,Petrol,Automatic,First,23.0,998,67.0,5.0,4.0,10,24.726911618669316
1621,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,Diesel,Manual,First,20.0,1199,73.0,5.0,2.51,12,48.70775347912525
1622,Maruti Swift VDI BSIV,Delhi,2015,60095,Diesel,Manual,First,25.0,1248,74.0,5.0,4.75,9,29.82382133995037
1623,Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,Petrol,Manual,Second,16.0,1086,66.0,5.0,2.0,16,33.864541832669325
1624,Hyundai i10 Magna 1.2,Jaipur,2010,81402,Petrol,Manual,Second,20.0,1197,78.0,5.0,2.1,14,40.49850746268657
1625,Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,Petrol,Automatic,First,16.0,1499,110.0,5.0,6.25,11,18.877297565822158
1626,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,Diesel,Automatic,Second,11.0,2987,210.0,5.0,10.6,13,45.86723023371457
1627,Maruti Swift VDI BSIV,Ahmedabad,2017,49224,Diesel,Manual,First,25.0,1248,74.0,5.0,6.0,7,24.404561229548836
1628,Maruti 800 Std BSIII,Jaipur,2004,12000,Petrol,Manual,Second,16.0,796,37.0,4.0,0.45,20,5.9880239520958085
1629,Maruti Swift Lxi BSIII,Pune,2010,54898,Petrol,Manual,Third,16.0,1298,88.0,5.0,2.5,14,27.312437810945273
1630,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,Petrol,Manual,First,15.0,1591,121.0,5.0,12.75,6,1.2388503468780971
1631,BMW X1 M Sport sDrive 20d,Kochi,2017,32838,Diesel,Automatic,First,17.0,1995,190.0,5.0,30.29,7,16.28061477441745
1632,Ford Ikon 1.3 Flair,Hyderabad,2006,27076,Petrol,Manual,First,13.0,1299,70.0,5.0,1.6,18,13.497507477567298
1633,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,Diesel,Manual,First,22.0,1498,89.0,5.0,7.54,7,37.40456122954883
1634,Maruti Ciaz VXi Plus,Kochi,2015,46601,Petrol,Manual,First,20.0,1373,91.0,5.0,6.84,9,23.127047146401985
1635,Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,Diesel,Automatic,First,18.0,1968,167.0,5.0,6.0,12,35.785288270377734
1636,Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,Diesel,Manual,First,27.0,1498,98.0,5.0,8.0,7,13.38621715418939
1637,Audi A4 35 TDI Premium,Coimbatore,2016,68193,Diesel,Automatic,First,17.0,1968,174.0,5.0,24.74,8,33.825892857142854
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,Diesel,Manual,First,24.0,1120,70.0,5.0,5.5,7,17.069410014873576
1639,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,Diesel,Automatic,First,12.0,2987,224.0,7.0,36.0,11,22.851465474416294
1640,Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,Diesel,Manual,First,12.0,2494,100.0,7.0,11.79,11,40.011922503725785
1641,Nissan Sunny 2011-2014 XL,Jaipur,2011,42000,Petrol,Manual,Second,16.0,1498,97.0,5.0,3.0,13,20.8851317752362
1642,Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,Diesel,Automatic,Second,20.0,1968,138.0,5.0,6.75,13,47.15116857284933
1643,Chevrolet Aveo 1.4 LS,Jaipur,2006,100000,Petrol,Manual,First,14.0,1399,92.0,5.0,1.4,18,49.85044865403788
1644,Honda Mobilio V i DTEC,Mumbai,2014,57000,Diesel,Manual,First,24.0,1498,98.0,7.0,5.75,10,28.30188679245283
1645,Maruti Ritz VDi,Hyderabad,2010,79894,Diesel,Manual,First,21.0,1248,73.0,5.0,3.4,14,39.74825870646766
1646,Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,Petrol,Manual,Second,16.0,1198,73.0,5.0,4.89,13,22.25161611138737
1647,Nissan Terrano XL,Mumbai,2013,31000,Petrol,Manual,First,13.0,1598,102.0,5.0,4.95,11,15.399900645802285
1648,Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,60587,Petrol,Automatic,Second,16.0,998,66.0,5.0,3.49,11,30.09786388474913
1650,Honda City 1.5 S MT,Pune,2014,43772,Petrol,Manual,First,17.0,1497,118.0,5.0,6.35,10,21.733862959285005
1651,Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,Petrol,Automatic,First,18.0,1197,82.0,5.0,7.08,7,11.688646504709965
1652,Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,Diesel,Automatic,First,13.0,1999,177.0,5.0,38.0,7,1.983143282102132
1653,Mahindra Scorpio VLX,Kolkata,2012,62000,Diesel,Manual,First,12.0,2179,120.0,8.0,6.25,12,30.81510934393638
1654,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,Petrol,Automatic,First,11.0,1796,186.0,5.0,10.15,13,17.901541521631028
1655,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,Petrol,Automatic,First,13.0,1798,157.0,5.0,10.75,10,39.72194637537239
1656,Chevrolet Cruze LTZ AT,Pune,2012,137008,Diesel,Automatic,First,18.0,1991,147.0,4.0,4.65,12,68.09542743538768
1657,Mahindra Scorpio VLX,Delhi,2010,61001,Diesel,Manual,First,12.0,2179,120.0,8.0,4.75,14,30.34875621890547
1658,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,Petrol,Manual,First,17.0,1591,121.0,5.0,7.78,9,25.90124069478908
1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396,90.0,5.0,6.75,8,38.232142857142854
1660,Honda City ZX CVT,Hyderabad,2008,56000,Petrol,Automatic,First,16.0,1497,78.0,5.0,2.99,16,27.888446215139442
1661,Hyundai i10 Magna,Kolkata,2013,21000,Petrol,Manual,First,20.0,1197,78.0,5.0,2.35,11,10.432190760059612
1662,Honda Amaze S i-Dtech,Delhi,2013,89429,Diesel,Manual,First,25.0,1498,98.0,5.0,3.65,11,44.42573273720815
1663,Maruti Wagon R LXI,Delhi,2012,45631,Petrol,Manual,Second,22.0,998,67.0,5.0,2.74,12,22.679423459244532
1664,Honda Brio S MT,Jaipur,2013,53959,Petrol,Manual,First,19.0,1198,86.0,5.0,3.5,11,26.805265772478887
1665,Hyundai i20 1.2 Sportz Option,Kochi,2014,55804,Petrol,Manual,First,17.0,1197,80.0,5.0,4.76,10,27.70804369414101
1666,Volkswagen Vento 2013-2015 1.6 Comfortline,Kochi,2016,25899,Petrol,Manual,First,15.0,1598,103.0,5.0,6.2,8,12.84672619047619
1667,Skoda Octavia Rider 1.9 TDI MT,Pune,2008,82000,Diesel,Manual,Second,18.0,1896,66.0,5.0,2.35,16,40.83665338645418
1668,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,Diesel,Automatic,First,13.0,2143,204.0,5.0,24.5,10,25.819265143992055
1669,Renault Duster Petrol RxL,Pune,2013,20000,Petrol,Manual,First,13.0,1598,102.0,5.0,6.0,11,9.935419771485344
1670,Hyundai EON Sportz,Hyderabad,2017,31829,Petrol,Manual,First,21.0,814,55.0,5.0,3.65,7,15.780366881507188
1671,Maruti Swift VXI,Coimbatore,2016,18094,Petrol,Manual,Second,18.0,1197,85.0,5.0,6.26,8,8.975198412698413
1673,Audi Q5 3.0 TDI Quattro Technology,Mumbai,2015,11964,Diesel,Automatic,First,13.0,2967,241.0,5.0,32.95,9,5.937468982630273
1674,Hyundai i20 1.2 Spotz,Coimbatore,2018,22684,Petrol,Manual,First,18.0,1197,81.0,5.0,7.8,6,11.240832507433103
1675,Honda Brio S MT,Bangalore,2014,43521,Petrol,Manual,First,19.0,1198,86.0,5.0,4.25,10,21.609235352532274
1676,Maruti Swift Dzire ZXi,Kochi,2014,49386,Petrol,Manual,First,17.0,1298,85.0,5.0,4.86,10,24.521350546176762
1677,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,Petrol,Manual,First,18.0,1197,81.0,5.0,4.9,7,6.0723847297967275
1678,Mahindra Xylo E8 ABS BS IV,Coimbatore,2014,67771,Diesel,Manual,First,11.0,2498,112.0,8.0,7.06,10,33.64995034756703
1679,Volkswagen Polo GTI,Delhi,2015,60007,Petrol,Automatic,First,17.0,1798,189.0,4.0,4.5,9,29.78014888337469
1680,Maruti Alto K10 VXI,Coimbatore,2011,48624,Petrol,Manual,First,24.0,998,67.0,5.0,3.22,13,24.17901541521631
1681,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,Diesel,Manual,First,22.0,1199,73.0,5.0,3.25,10,14.895729890764647
1682,Hyundai Grand i10 Sportz,Delhi,2016,81605,Petrol,Manual,First,18.0,1197,82.0,5.0,4.53,8,40.47867063492063
1683,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Coimbatore,2017,32642,Diesel,Automatic,First,14.0,2143,170.0,5.0,34.78,7,16.183440753594446
1684,Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,Petrol,Automatic,First,15.0,1591,121.0,5.0,6.5,10,16.9811320754717
1685,Fiat Punto EVO 1.2 Emotion,Chennai,2010,72204,Petrol,Manual,First,15.0,1172,67.0,5.0,2.25,14,35.92238805970149
1686,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,Diesel,Manual,Second,12.0,2494,100.0,8.0,8.0,13,77.74589756340129
1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,Diesel,Automatic,First,18.0,1493,100.0,7.0,8.37,7,23.478929102627664
1688,Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,Diesel,Manual,First,20.0,1498,88.0,5.0,5.39,9,30.639205955334987
1689,BMW 5 Series 520d Luxury Line,Kochi,2018,32586,Diesel,Automatic,First,22.0,1995,190.0,5.0,37.3,6,16.14767096134787
1690,Mercedes-Benz GLE 350d,Coimbatore,2018,40129,Diesel,Automatic,First,11.0,2987,254.0,5.0,70.8,6,19.885530227948465
1691,Mercedes-Benz M-Class ML 350 CDI,Mumbai,2012,51000,Diesel,Automatic,First,11.0,2987,254.0,5.0,22.25,12,25.347912524850894
1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,Petrol,Manual,First,18.0,1197,81.0,5.0,6.03,6,5.150148662041626
1693,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,46000,Petrol,Automatic,First,13.0,1798,157.0,5.0,4.9,13,22.874191944306315
1694,Hyundai i10 Sportz AT,Chennai,2013,21000,Petrol,Automatic,First,16.0,1197,78.0,5.0,3.96,11,10.432190760059612
1695,Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,Diesel,Manual,First,23.0,1396,90.0,5.0,4.6,13,56.470412729985085
1696,Mahindra Scorpio VLX,Mumbai,2011,100010,Diesel,Manual,Second,12.0,2179,120.0,8.0,5.5,13,49.73147687717553
1697,Honda Brio V MT,Mumbai,2013,63107,Petrol,Manual,First,19.0,1198,86.0,5.0,3.25,11,31.349726775956285
1698,Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,Petrol,Manual,First,18.0,1197,81.0,5.0,6.25,7,29.003470500743678
1699,Ford Endeavour 4x2 XLT Limited Edition,Pune,2007,90000,Diesel,Manual,Fourth & Above,10.0,2499,143.0,7.0,3.0,17,44.84304932735426
1700,Hyundai Verna CRDi SX,Chennai,2011,108242,Diesel,Manual,First,16.0,1493,110.0,5.0,4.25,13,53.82496270512183
1701,Toyota Fortuner 3.0 Diesel,Pune,2011,146300,Diesel,Manual,First,11.0,2982,171.0,7.0,12.25,13,72.74987568373943
1702,BMW X1 sDrive20d,Pune,2011,62943,Diesel,Automatic,Second,17.0,1995,184.0,5.0,10.95,13,31.29935355544505
1703,Toyota Fortuner 4x2 AT,Delhi,2013,65000,Diesel,Automatic,First,12.0,2982,168.0,7.0,16.5,11,32.290114257327375
1704,Honda Amaze V CVT Petrol,Pune,2018,1700,Petrol,Automatic,First,19.0,1199,88.0,5.0,7.8,6,0.8424182358771061
1705,Hyundai i10 Era 1.1,Kochi,2013,34697,Petrol,Manual,First,19.0,1086,68.0,5.0,3.7,11,17.23646299056135
1706,Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,Petrol,Manual,First,17.0,1197,80.0,5.0,4.0,12,28.82703777335984
1707,BMW 3 Series 320d GT Luxury Line,Mumbai,2015,32500,Diesel,Automatic,First,19.0,1995,187.0,5.0,26.75,9,16.129032258064516
1708,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,Diesel,Automatic,First,15.0,1968,181.0,5.0,28.03,8,29.097718253968253
1709,Maruti Swift VXI Optional,Kochi,2017,37124,Petrol,Manual,First,20.0,1197,81.0,5.0,5.44,7,18.405552801189884
1710,Maruti Baleno Delta Automatic,Delhi,2017,44000,Petrol,Automatic,First,21.0,1197,83.0,5.0,6.2,7,21.81457610312345
1711,Hyundai Accent GLE,Kolkata,2005,45200,Petrol,Manual,First,13.0,1495,94.0,5.0,0.9,19,22.543640897755612
1712,Maruti Ritz LXi,Mumbai,2016,11000,Petrol,Manual,First,18.0,1197,85.0,5.0,3.95,8,5.4563492063492065
1713,Tata Nano Lx,Pune,2011,65000,Petrol,Manual,Second,26.0,624,35.0,4.0,0.44,13,32.322227747389356
1714,Ford Figo Diesel EXI,Ahmedabad,2012,55005,Diesel,Manual,First,20.0,1399,68.0,5.0,2.75,12,27.338469184890656
1715,Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,Diesel,Automatic,First,18.0,1968,167.0,5.0,7.5,13,40.60169070114371
1716,Fiat Linea Emotion Pack (Diesel),Chennai,2010,160000,Diesel,Manual,Second,19.0,1248,93.0,5.0,2.5,14,79.60199004975124
1717,Mahindra Xylo D4,Hyderabad,2015,169000,Diesel,Manual,First,14.0,2489,93.0,7.0,5.0,9,83.87096774193549
1718,Maruti Wagon R VXI,Hyderabad,2013,67263,Petrol,Manual,First,18.0,998,67.0,5.0,3.6,11,33.41430700447094
1719,Toyota Etios G Safety,Kochi,2012,44223,Petrol,Manual,First,17.0,1496,88.0,5.0,3.99,12,21.97962226640159
1720,Hyundai Grand i10 Sportz,Coimbatore,2015,36840,Petrol,Manual,First,18.0,1197,82.0,5.0,5.64,9,18.28287841191067
1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,Diesel,Manual,First,12.0,2494,100.0,8.0,12.0,10,79.44389275074478
1722,Tata Indica V2 DLS TC,Kolkata,2008,133000,Diesel,Manual,First,16.0,1405,62.0,5.0,0.7,16,66.23505976095618
1723,BMW 3 Series 320d Sport Line,Mumbai,2015,69123,Diesel,Automatic,First,18.0,1995,184.0,5.0,19.0,9,34.30421836228288
1724,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,Diesel,Automatic,First,10.0,3198,197.0,7.0,30.48,7,18.839861179970253
1725,Maruti Ciaz Zeta,Mumbai,2017,5500,Petrol,Manual,First,21.0,1462,103.0,5.0,8.2,7,2.7268220128904312
1726,Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,Diesel,Manual,First,25.0,1498,99.0,5.0,7.55,9,0.4967741935483871
1727,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Petrol,Manual,Third,15.0,1150,74.0,5.0,0.99,17,29.397110114598902
1728,Honda City 1.5 V AT,Delhi,2011,78256,Petrol,Automatic,First,16.0,1497,118.0,5.0,4.15,13,38.91397314768772
1729,Nissan Sunny XL,Chennai,2016,90000,Petrol,Manual,First,16.0,1498,97.0,5.0,6.2,8,44.642857142857146
1730,Maruti Swift Dzire VXI,Kolkata,2016,18000,Petrol,Manual,First,19.0,1197,85.0,5.0,4.4,8,8.928571428571429
1731,Ford Figo Diesel Titanium,Kolkata,2012,60000,Diesel,Manual,First,20.0,1399,68.0,5.0,2.1,12,29.821073558648113
1732,Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,Diesel,Manual,First,20.0,1248,75.0,5.0,2.2,13,64.64445549477871
1733,Hyundai Elite i20 Petrol Asta,Coimbatore,2018,32851,Petrol,Manual,First,18.0,1197,81.0,5.0,8.34,6,16.27898909811695
1734,Maruti Swift Dzire VDI,Kolkata,2014,32000,Diesel,Manual,First,23.0,1248,74.0,5.0,4.35,10,15.888778550148958
1735,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,Diesel,Manual,First,22.0,1498,89.0,5.0,6.8,10,31.132075471698112
1736,Maruti Swift Dzire VDi,Jaipur,2010,71000,Diesel,Manual,First,19.0,1248,73.0,5.0,3.3,14,35.32338308457712
1737,Hyundai Grand i10 Sportz,Kochi,2016,19947,Petrol,Manual,First,18.0,1197,82.0,5.0,5.04,8,9.894345238095237
1738,Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,Diesel,Automatic,First,11.0,2953,153.0,7.0,9.2,12,45.2286282306163
1739,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,Diesel,Manual,First,22.0,1199,73.0,5.0,5.7,10,36.74280039721946
1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,Diesel,Manual,First,18.0,1493,100.0,7.0,8.48,6,27.549058473736373
1741,BMW X6 xDrive 40d,Hyderabad,2013,58000,Diesel,Automatic,First,11.0,2993,306.0,4.0,48.0,11,28.8127173373075
1742,Renault Duster 110PS Diesel RxZ,Hyderabad,2012,110224,Diesel,Manual,First,19.0,1461,108.0,5.0,6.1,12,54.783300198807154
1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,Petrol,Manual,First,22.0,998,67.0,5.0,2.75,14,10.448756218905473
1744,Maruti Ertiga SHVS VDI,Pune,2017,121000,Diesel,Manual,First,24.0,1248,88.0,7.0,8.0,7,59.99008428358949
1745,Maruti Alto LXi BSIII,Jaipur,2010,73513,Petrol,Manual,First,19.0,796,46.0,5.0,1.85,14,36.57363184079602
1746,Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,Petrol,Automatic,First,20.0,998,67.0,5.0,3.85,9,16.87344913151365
1747,Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,Petrol,Manual,First,15.0,1196,73.0,7.0,4.74,7,14.065939514129896
1748,Renault Duster 110PS Diesel RxL,Kochi,2013,74755,Diesel,Manual,First,19.0,1461,108.0,5.0,5.63,11,37.13611525086935
1749,Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,Petrol,Manual,First,18.0,1061,64.0,5.0,2.62,13,12.831924415713575
1750,Renault Duster Petrol RxL,Kochi,2015,82603,Petrol,Manual,First,13.0,1598,102.0,5.0,4.9,9,40.99404466501241
1751,Honda Civic 2006-2010 1.8 S MT,Chennai,2006,110000,Petrol,Manual,First,13.0,1799,130.0,5.0,2.65,18,54.83549351944168
1752,Mahindra XUV500 W8 2WD,Delhi,2012,88000,Diesel,Manual,First,16.0,2179,140.0,7.0,5.99,12,43.737574552683895
1753,Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,Diesel,Manual,Second,21.0,1461,64.0,5.0,2.4,13,54.699154649428145
1754,Renault KWID Climber 1.0 MT,Delhi,2017,15000,Petrol,Manual,First,21.0,999,67.0,5.0,4.25,7,7.4367873078829945
1755,Porsche Cayenne Diesel,Mumbai,2013,70000,Diesel,Automatic,First,15.0,2967,240.0,5.0,40.0,11,34.77396920019871
1756,Maruti Swift DDiS VDI,Pune,2008,150000,Diesel,Manual,Second,28.0,1248,74.0,5.0,2.7,16,74.7011952191235
1757,Datsun GO T Option,Hyderabad,2016,19000,Petrol,Manual,First,20.0,1198,67.0,5.0,2.99,8,9.424603174603174
1758,Hyundai i20 1.2 Magna,Chennai,2011,37442,Petrol,Manual,First,18.0,1197,80.0,5.0,3.4,13,18.618597712580804
1759,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,63111,Diesel,Automatic,Second,18.0,1995,190.0,5.0,30.8,8,31.305059523809526
1760,Maruti Ertiga ZDI,Mumbai,2012,88000,Diesel,Manual,First,20.0,1248,88.0,7.0,5.85,12,43.737574552683895
1761,Hyundai Grand i10 Magna,Jaipur,2014,42355,Petrol,Manual,First,18.0,1197,82.0,5.0,4.0,10,21.030287984111222
1762,BMW 3 Series 330i,Coimbatore,2011,75871,Petrol,Automatic,First,9.0,2996,254.0,5.0,14.12,13,37.72799602187966
1763,Chevrolet Cruze LTZ,Mumbai,2011,65000,Diesel,Manual,First,17.0,1998,163.0,5.0,4.55,13,32.322227747389356
1764,Mercedes-Benz M-Class ML 350 4Matic,Pune,2015,69000,Diesel,Automatic,First,0.0,2987,165.0,5.0,38.0,9,34.24317617866005
1765,Maruti Ritz LDi,Jaipur,2011,79232,Diesel,Manual,First,21.0,1248,73.0,5.0,2.9,13,39.39930382894082
1766,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Pune,2007,220000,Petrol,Automatic,Second,11.0,1796,186.0,5.0,6.0,17,109.6163428001993
1767,Hyundai i20 1.2 Magna Executive,Kochi,2016,28470,Petrol,Manual,First,18.0,1197,81.0,5.0,6.95,8,14.12202380952381
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,Petrol,Manual,First,20.0,998,68.0,5.0,2.75,10,4.84558093346574
1769,Maruti Swift VDI,Pune,2014,75216,Diesel,Manual,First,22.0,1248,74.0,5.0,5.1,10,37.34657398212512
1770,Hyundai i20 Sportz 1.2,Chennai,2017,8000,Petrol,Manual,First,18.0,1197,81.0,5.0,6.75,7,3.966286564204264
1771,Maruti Ritz ZXi,Mumbai,2014,59451,Petrol,Manual,First,18.0,1197,85.0,5.0,3.69,10,29.5188679245283
1772,Maruti Swift VDI,Hyderabad,2013,53996,Diesel,Manual,First,22.0,1248,74.0,5.0,5.45,11,26.823646299056136
1773,Honda WRV i-VTEC VX,Kochi,2018,15135,Petrol,Manual,First,17.0,1199,88.0,5.0,9.29,6,7.5
1774,Hyundai Xcent 1.2 Kappa AT S Option,Chennai,2015,53000,Petrol,Automatic,Second,16.0,1197,81.0,5.0,4.0,9,26.30272952853598
1775,Honda Amaze E i-Vtech,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198,86.0,5.0,2.9,11,19.87083954297069
1776,Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,Petrol,Manual,First,17.0,1591,121.0,5.0,5.25,11,10.485345255837059
1777,Honda City V MT,Mumbai,2014,56000,Petrol,Manual,First,16.0,1497,116.0,5.0,5.75,10,27.805362462760677
1778,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,19623,Petrol,Manual,First,15.0,1591,121.0,5.0,13.12,7,9.728805156172534
1779,Mahindra XUV500 W8 2WD,Kochi,2014,70963,Diesel,Manual,First,15.0,2179,140.0,7.0,7.83,10,35.23485600794439
1781,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2013,51450,Diesel,Manual,First,12.0,2494,102.0,7.0,10.4,11,25.55886736214605
1782,Maruti Swift VDI,Pune,2012,75000,Diesel,Manual,First,22.0,1248,74.0,5.0,4.35,12,37.27634194831014
1783,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,Petrol,Automatic,First,22.0,998,67.0,5.0,5.23,7,18.756569162121963
1784,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,Petrol,Manual,First,18.0,1197,81.0,5.0,6.01,8,21.34970238095238
1785,Honda Amaze VX i-DTEC,Hyderabad,2014,97236,Diesel,Manual,First,25.0,1498,98.0,5.0,4.4,10,48.28003972194637
1786,BMW 3 Series 320d Highline,Chennai,2010,83000,Diesel,Automatic,First,16.0,1995,181.0,5.0,12.75,14,41.29353233830846
1787,Ford Figo Petrol Titanium,Delhi,2011,65000,Petrol,Manual,First,15.0,1196,70.0,5.0,2.4,13,32.322227747389356
1788,Volkswagen Ameo 1.2 MPI Trendline,Kochi,2018,46007,Petrol,Manual,First,17.0,1198,73.0,5.0,5.71,6,22.798315163528247
1789,Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,65925,Diesel,Manual,Second,22.0,1498,89.0,5.0,5.49,9,32.71712158808933
1790,Honda City 1.3 EXI,Pune,2004,73500,Petrol,Manual,Second,13.0,1343,90.0,5.0,1.3,20,36.67664670658683
1791,Mahindra XUV500 W6 2WD,Kolkata,2014,55000,Diesel,Manual,First,16.0,2179,140.0,7.0,8.5,10,27.30883813306852
1792,Toyota Fortuner 4x2 Manual,Delhi,2012,115000,Diesel,Manual,First,13.0,2982,168.0,7.0,12.99,12,57.157057654075544
1793,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,Petrol,Manual,First,18.0,1197,81.0,5.0,5.0,7,15.46058502726822
1794,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,Diesel,Automatic,First,28.0,1248,73.0,5.0,9.0,7,20.697570649479424
1795,Maruti Swift VDI,Kochi,2016,38143,Diesel,Manual,First,22.0,1248,74.0,5.0,5.22,8,18.92013888888889
1796,Volkswagen Polo Petrol Highline 1.2L,Pune,2012,19030,Petrol,Manual,First,16.0,1198,73.0,5.0,3.8,12,9.458250497017893
1797,Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,Petrol,Manual,First,18.0,1197,78.0,5.0,7.27,5,10.340267459138188
1798,Maruti Swift VXI,Mumbai,2016,23555,Petrol,Manual,First,22.0,1197,81.0,5.0,5.1,8,11.684027777777779
1799,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Bangalore,2013,29000,Diesel,Automatic,First,14.0,2143,203.0,5.0,29.0,11,14.40635866865375
1800,Maruti Wagon R VXI,Pune,2013,61000,Petrol,Manual,First,18.0,998,67.0,5.0,2.9,11,30.303030303030305
1801,Tata Nano Lx BSIV,Kochi,2012,4187,Petrol,Manual,First,26.0,624,35.0,4.0,1.38,12,2.081013916500994
1802,Skoda Laura 1.8 TSI Ambiente,Bangalore,2011,46000,Petrol,Manual,First,13.0,1798,157.0,5.0,5.5,13,22.874191944306315
1803,Volkswagen Polo GT TSI,Mumbai,2016,28000,Petrol,Automatic,First,17.0,1197,103.0,5.0,7.25,8,13.88888888888889
1804,Hyundai Verna 1.6 SX,Coimbatore,2014,83558,Diesel,Manual,First,22.0,1582,126.0,5.0,6.98,10,41.48857994041708
1805,Tata Bolt Quadrajet XE,Hyderabad,2017,40000,Diesel,Manual,First,22.0,1248,74.0,5.0,5.25,7,19.83143282102132
1806,Hyundai EON D Lite Plus,Kolkata,2013,36000,Petrol,Manual,First,21.0,814,55.0,5.0,1.95,11,17.883755588673623
1807,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,Diesel,Automatic,First,17.0,1968,174.0,5.0,24.5,10,10.427010923535253
1808,Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,Diesel,Manual,First,12.0,2494,100.0,7.0,8.31,11,30.8802781917536
1809,Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,Diesel,Automatic,First,11.0,2987,254.0,5.0,36.0,12,41.25248508946322
1810,Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,Diesel,Manual,First,24.0,1120,71.0,5.0,5.5,9,28.78411910669975
1811,Honda Accord 2.4 AT,Kochi,2011,62332,Petrol,Automatic,First,11.0,2354,177.0,5.0,5.89,13,30.995524614619594
